GEOMETRY,NO_MUNICIPIO,CO_MUNICIPIO,CO_MUNICIPIO_6
"{""type"":""MultiPolygon"",""coordinates"":[[[[-39.067274,-7.280008],[-39.049543,-7.29162],[-39.036751,-7.29468],[-39.03373,-7.297419],[-39.023461,-7.299382],[-39.017606,-7.302301],[-39.010399,-7.302562],[-39.000469,-7.308466],[-38.986848,-7.333537],[-38.973965,-7.379554],[-38.961959,-7.395909],[-38.962827,-7.404433],[-38.966559,-7.409883],[-38.969878,-7.4273],[-39.0782,-7.422034],[-39.085725,-7.404154],[-39.084333,-7.398552],[-39.088775,-7.390776],[-39.088775,-7.384134],[-39.095753,-7.379182],[-39.093192,-7.374033],[-39.09476,-7.370011],[-39.094125,-7.363341],[-39.096986,-7.358312],[-39.102079,-7.340392],[-39.10167,-7.329852],[-39.099645,-7.322326],[-39.092911,-7.316841],[-39.092347,-7.314047],[-39.085874,-7.310195],[-39.081151,-7.301204],[-39.08298,-7.294758],[-39.082174,-7.291683],[-39.085744,-7.289135],[-39.090703,-7.281144],[-39.08447,-7.279606],[-39.084085,-7.273247],[-39.081978,-7.268826],[-39.089774,-7.265385],[-39.091809,-7.259709],[-39.085572,-7.265695],[-39.081021,-7.267131],[-39.071689,-7.27348],[-39.067274,-7.280008]]]]}",Abaiara,2300101,230010
"{""type"":""MultiPolygon"",""coordinates"":[[[[-38.653044,-4.157957],[-38.651077,-4.159955],[-38.641148,-4.158095],[-38.637294,-4.161523],[-38.628223,-4.164362],[-38.626318,-4.163534],[-38.623506,-4.165674],[-38.618765,-4.163454],[-38.61929,-4.170216],[-38.614439,-4.18292],[-38.570474,-4.235484],[-38.612203,-4.22604],[-38.626233,-4.248417],[-38.652374,-4.246199],[-38.658275,-4.249165],[-38.665841,-4.258498],[-38.666597,-4.26625],[-38.673964,-4.274799],[-38.680175,-4.28642],[-38.686898,-4.287065],[-38.683665,-4.278077],[-38.697156,-4.283122],[-38.709372,-4.290195],[-38.717077,-4.290515],[-38.716845,-4.282354],[-38.720681,-4.279947],[-38.712636,-4.254959],[-38.706949,-4.247796],[-38.711672,-4.234384],[-38.717518,-4.187175],[-38.715762,-4.188994],[-38.712607,-4.188045],[-38.712357,-4.185627],[-38.70903,-4.186101],[-38.70657,-4.184679],[-38.704318,-4.180608],[-38.699832,-4.177532],[-38.697407,-4.171665],[-38.694519,-4.170065],[-38.686864,-4.167554],[-38.68507,-4.169803],[-38.68263,-4.167926],[-38.677767,-4.167426],[-38.677329,-4.165329],[-38.672492,-4.160659],[-38.669402,-4.161706],[-38.665452,-4.159674],[-38.664807,-4.161768],[-38.66314,-4.16167],[-38.659493,-4.158343],[-38.653044,-4.157957]]]]}",Acarape,2300150,230015
"{""type"":""MultiPolygon"",""coordinates"":[[[[-40.309842,-2.807692],[-40.268817,-2.810076],[-40.236821,-2.815036],[-40.235174,-2.812352],[-40.227288,-2.810779],[-40.185334,-2.811681],[-40.182233,-2.816345],[-40.164914,-2.828319],[-40.157707,-2.835106],[-40.154579,-2.833324],[-40.154248,-2.835407],[-40.143777,-2.840177],[-40.139613,-2.839006],[-40.137706,-2.834383],[-40.13583,-2.834858],[-40.136244,-2.829205],[-40.132849,-2.829521],[-40.134425,-2.826719],[-40.138455,-2.828037],[-40.139913,-2.828036],[-40.139876,-2.826786],[-40.126233,-2.823541],[-40.120325,-2.824846],[-40.118697,-2.827908],[-40.115552,-2.826373],[-40.100239,-2.827145],[-40.086686,-2.831485],[-40.080962,-2.834592],[-40.07849,-2.837202],[-40.07934,-2.838067],[-40.077728,-2.840917],[-40.074635,-2.839962],[-40.073582,-2.8362],[-40.066341,-2.836085],[-40.062258,-2.838551],[-40.0624,-2.835442],[-40.058001,-2.834209],[-40.045607,-2.837836],[-40.043632,-2.841085],[-40.042675,-2.840022],[-40.038815,-2.841949],[-40.033314,-2.839874],[-40.020749,-2.843909],[-40.028138,-2.840591],[-40.025549,-2.839054],[-40.008959,-2.843424],[-39.992262,-2.845057],[-39.983869,-2.848371],[-39.994169,-2.840377],[-39.997773,-2.840473],[-39.994625,-2.839547],[-39.970907,-2.84847],[-39.960135,-2.856012],[-39.949859,-2.860442],[-39.942421,-2.866356],[-39.953751,-2.895783],[-39.957716,-2.897739],[-39.95793,-2.902237],[-39.966681,-2.932119],[-39.971928,-2.978762],[-39.971808,-2.988484],[-39.974069,-3.001004],[-39.97937,-3.008398],[-39.983586,-3.017626],[-39.981279,-3.029433],[-39.981857,-3.034168],[-39.973311,-3.059653],[-39.972399,-3.074088],[-39.979134,-3.07966],[-39.990625,-3.095111],[-39.98997,-3.097176],[-39.988519,-3.09674],[-39.990328,-3.109208],[-39.989262,-3.115336],[-39.994053,-3.133951],[-39.992188,-3.138022],[-39.988972,-3.161109],[-39.982697,-3.160307],[-39.982812,-3.164814],[-39.98859,-3.179732],[-39.996029,-3.186766],[-39.997044,-3.199027],[-39.995151,-3.206907],[-39.989977,-3.215233],[-39.976334,-3.226102],[-39.976744,-3.231798],[-39.971982,-3.232305],[-39.965577,-3.239443],[-39.957074,-3.240431],[-39.944528,-3.244664],[-39.941141,-3.246919],[-39.924974,-3.266341],[-39.907547,-3.273611],[-39.910756,-3.276236],[-39.908673,-3.27961],[-39.910588,-3.286021],[-39.91201,-3.287719],[-39.915758,-3.288472],[-39.917675,-3.292145],[-39.920567,-3.291981],[-39.923731,-3.294699],[-39.924614,-3.301979],[-39.927497,-3.304497],[-39.927438,-3.311699],[-39.929395,-3.3142],[-39.932167,-3.313322],[-39.932044,-3.315098],[-39.934224,-3.315724],[-40.073536,-3.122932],[-40.083848,-3.115359],[-40.082675,-3.084964],[-40.088236,-3.07353],[-40.110474,-3.055947],[-40.121567,-3.034995],[-40.141321,-3.038185],[-40.142862,-3.041202],[-40.146714,-3.042385],[-40.150627,-3.040566],[-40.153002,-3.034059],[-40.155823,-3.032151],[-40.154995,-3.02708],[-40.158764,-3.016905],[-40.153881,-3.010671],[-40.155797,-3.00292],[-40.155374,-2.992812],[-40.15689,-2.991089],[-40.163496,-2.989321],[-40.16794,-2.990845],[-40.169382,-2.989579],[-40.170795,-2.966967],[-40.174872,-2.958543],[-40.17278,-2.948456],[-40.169075,-2.941747],[-40.169745,-2.930674],[-40.168042,-2.92691],[-40.163152,-2.922872],[-40.164656,-2.917504],[-40.162561,-2.916626],[-40.160221,-2.918396],[-40.158776,-2.914653],[-40.152933,-2.911631],[-40.150863,-2.908218],[-40.151347,-2.90609],[-40.149456,-2.90558],[-40.149466,-2.900259],[-40.147081,-2.895786],[-40.147885,-2.889807],[-40.150999,-2.886186],[-40.151015,-2.884204],[-40.16804,-2.873473],[-40.181817,-2.86939],[-40.195935,-2.873132],[-40.210558,-2.869887],[-40.220389,-2.872799],[-40.272379,-2.869947],[-40.270891,-2.878314],[-40.272097,-2.879423],[-40.289295,-2.876219],[-40.324381,-2.861267],[-40.329134,-2.864618],[-40.336095,-2.863696],[-40.342828,-2.866144],[-40.347656,-2.863846],[-40.349727,-2.865235],[-40.358568,-2.865252],[-40.361292,-2.866808],[-40.370152,-2.812123],[-40.371886,-2.812406],[-40.34055,-2.806216],[-40.309842,-2.807692]]]]}",Acaraú,2300200,230020
"{""type"":""MultiPolygon"",""coordinates"":[[[[-39.156307,-5.957305],[-39.15267,-5.95905],[-39.149363,-5.957307],[-39.145208,-5.957951],[-39.143178,-5.96153],[-39.144029,-5.966761],[-39.142518,-5.967496],[-39.137272,-5.965068],[-39.138308,-5.971533],[-39.135427,-5.978946],[-39.130624,-5.983575],[-39.125449,-5.979876],[-39.119414,-5.979182],[-39.115471,-5.976407],[-39.112639,-5.977101],[-39.114611,-5.98381],[-39.113012,-5.988899],[-39.106359,-5.98358],[-39.102293,-5.98312],[-39.096382,-5.98867],[-39.086651,-5.992373],[-39.078152,-5.991452],[-39.072135,-5.998261],[-39.067916,-5.997657],[-39.06454,-5.998865],[-39.060362,-5.997657],[-39.059077,-5.999581],[-39.060069,-6.003304],[-39.050742,-6.025353],[-39.053672,-6.043403],[-39.057074,-6.047857],[-39.060174,-6.045083],[-39.063583,-6.045276],[-39.073774,-6.051559],[-39.075411,-6.061727],[-39.082974,-6.069838],[-39.083029,-6.076876],[-39.091359,-6.083988],[-39.08941,-6.087941],[-39.090004,-6.093671],[-39.108145,-6.112241],[-39.141705,-6.154405],[-39.259708,-6.128374],[-39.307722,-6.174566],[-39.356774,-6.225718],[-39.361239,-6.22158],[-39.367229,-6.221191],[-39.369065,-6.216269],[-39.372663,-6.218984],[-39.373504,-6.216679],[-39.374939,-6.216748],[-39.380634,-6.219201],[-39.381053,-6.220698],[-39.384769,-6.219378],[-39.387094,-6.222014],[-39.390623,-6.221967],[-39.406396,-6.234163],[-39.41146,-6.239725],[-39.412535,-6.243077],[-39.417063,-6.245716],[-39.417582,-6.252526],[-39.414869,-6.254407],[-39.414633,-6.25917],[-39.463861,-6.280385],[-39.459478,-6.324826],[-39.462486,-6.325803],[-39.467968,-6.323398],[-39.468409,-6.331524],[-39.474216,-6.337353],[-39.482866,-6.334243],[-39.483741,-6.33032],[-39.487433,-6.329282],[-39.491109,-6.325679],[-39.495052,-6.332114],[-39.498637,-6.328909],[-39.500856,-6.334741],[-39.503517,-6.334469],[-39.508494,-6.330272],[-39.513298,-6.335249],[-39.517028,-6.333943],[-39.518525,-6.338442],[-39.523565,-6.339186],[-39.524867,-6.334538],[-39.528308,-6.33253],[-39.524231,-6.32954],[-39.523542,-6.327007],[-39.527431,-6.32696],[-39.531294,-6.324295],[-39.534057,-6.324867],[-39.540002,-6.321881],[-39.540699,-6.319851],[-39.544305,-6.322361],[-39.550901,-6.323585],[-39.560098,-6.332743],[-39.561949,-6.329304],[-39.569188,-6.324777],[-39.571999,-6.320926],[-39.571507,-6.319598],[-39.57904,-6.313262],[-39.581526,-6.315859],[-39.583204,-6.314636],[-39.584975,-6.315358],[-39.5862,-6.311636],[-39.588871,-6.313199],[-39.589796,-6.307294],[-39.597204,-6.312724],[-39.596423,-6.315224],[-39.599689,-6.318046],[-39.605647,-6.319714],[-39.604833,-6.32303],[-39.610583,-6.321073],[-39.614695,-6.324945],[-39.617733,-6.325348],[-39.617011,-6.320897],[-39.619858,-6.321373],[-39.625766,-6.319103],[-39.628138,-6.322462],[-39.63053,-6.321801],[-39.639216,-6.32695],[-39.641277,-6.329843],[-39.647969,-6.332489],[-39.651998,-6.337354],[-39.660964,-6.335551],[-39.669009,-6.336392],[-39.672941,-6.332899],[-39.680274,-6.337256],[-39.683178,-6.333103],[-39.685737,-6.3331],[-39.688758,-6.329384],[-39.69062,-6.331347],[-39.700002,-6.328306],[-39.708906,-6.340396],[-39.720158,-6.272761],[-39.721775,-6.268955],[-39.723728,-6.269692],[-39.724853,-6.268664],[-39.726121,-6.270249],[-39.72509,-6.271323],[-39.727864,-6.271396],[-39.727668,-6.2694],[-39.7303,-6.266419],[-39.72858,-6.262164],[-39.730865,-6.263046],[-39.732963,-6.258173],[-39.734947,-6.258257],[-39.73284,-6.248094],[-39.734456,-6.2453],[-39.732362,-6.241333],[-39.729894,-6.241222],[-39.726555,-6.236785],[-39.722151,-6.235126],[-39.717713,-6.221783],[-39.715415,-6.219584],[-39.71536,-6.21451],[-39.718136,-6.207701],[-39.729758,-6.207865],[-39.732236,-6.20962],[-39.734105,-6.21231],[-39.733128,-6.222159],[-39.749689,-6.22837],[-39.753889,-6.23943],[-39.760061,-6.240199],[-39.762032,-6.227212],[-39.764087,-6.222303],[-39.762661,-6.211763],[-39.767609,-6.210033],[-39.76898,-6.205232],[-39.773965,-6.206483],[-39.778887,-6.205018],[-39.782856,-6.207388],[-39.78758,-6.206098],[-39.794558,-6.208038],[-39.797307,-6.207539],[-39.794235,-6.196173],[-39.799733,-6.195771],[-39.80034,-6.194386],[-39.799316,-6.189838],[-39.793687,-6.179462],[-39.793079,-6.176057],[-39.796721,-6.1738],[-39.797451,-6.170452],[-39.795082,-6.166511],[-39.795164,-6.161891],[-39.793298,-6.157364],[-39.79607,-6.154396],[-39.796741,-6.147702],[-39.799877,-6.147431],[-39.80499,-6.142896],[-39.802381,-6.13946],[-39.802644,-6.137593],[-39.814268,-6.133755],[-39.817983,-6.124703],[-39.81976,-6.123796],[-39.825498,-6.127142],[-39.829148,-6.134126],[-39.831981,-6.13423],[-39.835806,-6.131234],[-39.839739,-6.131113],[-39.851381,-6.114016],[-39.864108,-6.124353],[-39.865621,-6.123368],[-39.865764,-6.120169],[-39.868455,-6.119217],[-39.875745,-6.1202],[-39.888084,-6.114377],[-39.891661,-6.114336],[-39.893618,-6.110962],[-39.888894,-6.105293],[-39.890005,-6.100117],[-39.887483,-6.095292],[-39.875713,-6.090845],[-39.875114,-6.089144],[-39.876767,-6.086294],[-39.87549,-6.08553],[-39.86355,-6.080996],[-39.863925,-6.076528],[-39.856658,-6.073011],[-39.853203,-6.06387],[-39.842281,-6.058827],[-39.840193,-6.054448],[-39.82555,-6.041659],[-39.824532,-6.036832],[-39.822325,-6.035112],[-39.822506,-6.033731],[-39.825352,-6.033036],[-39.826865,-6.027266],[-39.826162,-6.025112],[-39.823662,-6.021581],[-39.81625,-6.020383],[-39.813107,-6.012088],[-39.807358,-6.015937],[-39.801134,-6.015997],[-39.799895,-6.019318],[-39.794496,-6.020879],[-39.790389,-6.021048],[-39.779604,-6.017831],[-39.77413,-6.015516],[-39.768699,-6.007589],[-39.754184,-6.006402],[-39.733693,-5.983802],[-39.722735,-5.975151],[-39.721302,-5.975536],[-39.721592,-5.97745],[-39.729829,-5.990367],[-39.745048,-6.005282],[-39.746138,-6.008385],[-39.741242,-6.01194],[-39.74226,-6.017804],[-39.73427,-6.018505],[-39.731687,-6.020899],[-39.729955,-6.02058],[-39.728016,-6.01282],[-39.726183,-6.014893],[-39.724528,-6.014033],[-39.722966,-6.006665],[-39.720879,-6.005806],[-39.712671,-6.008782],[-39.704214,-6.004401],[-39.695412,-6.01545],[-39.686136,-6.015809],[-39.684489,-6.021159],[-39.679898,-6.022543],[-39.678151,-6.020647],[-39.674662,-6.022203],[-39.672916,-6.019619],[-39.673085,-6.009786],[-39.670192,-5.994468],[-39.663251,-5.991524],[-39.66006,-5.980471],[-39.65401,-5.972624],[-39.652299,-5.96637],[-39.648272,-5.966956],[-39.645404,-5.965795],[-39.638903,-5.971039],[-39.626657,-5.976347],[-39.615767,-5.979168],[-39.611294,-5.981876],[-39.606152,-5.987667],[-39.601132,-5.989259],[-39.598877,-5.987105],[-39.599715,-5.982216],[-39.5969,-5.976655],[-39.591911,-5.973566],[-39.587084,-5.973572],[-39.582588,-5.970958],[-39.57495,-5.962394],[-39.571559,-5.961394],[-39.566323,-5.962351],[-39.565458,-5.966338],[-39.567516,-5.975195],[-39.567599,-5.983274],[-39.563101,-5.99533],[-39.561159,-6.009762],[-39.558349,-6.01174],[-39.55224,-6.012469],[-39.550102,-6.011659],[-39.54721,-6.00664],[-39.543156,-5.989086],[-39.535712,-5.979788],[-39.53096,-5.977516],[-39.527515,-5.981365],[-39.518232,-5.983171],[-39.508686,-5.983452],[-39.505957,-5.980657],[-39.500014,-5.980232],[-39.493008,-5.985529],[-39.486807,-5.983851],[-39.481305,-5.987973],[-39.470316,-5.984137],[-39.465375,-5.980835],[-39.449374,-5.980058],[-39.442458,-5.980984],[-39.439234,-5.984189],[-39.430929,-5.984561],[-39.422634,-5.98715],[-39.415299,-5.985639],[-39.412951,-5.976437],[-39.403422,-5.976019],[-39.394233,-5.973337],[-39.381812,-5.973621],[-39.37298,-5.978424],[-39.363333,-5.980853],[-39.367185,-5.987267],[-39.366568,-5.991151],[-39.365228,-5.992041],[-39.355842,-5.990001],[-39.348483,-5.993746],[-39.348787,-6.000913],[-39.344902,-6.007882],[-39.34296,-6.007242],[-39.341628,-6.003104],[-39.337217,-6.001826],[-39.324569,-6.002995],[-39.319461,-6.006762],[-39.309843,-6.000828],[-39.306487,-5.993691],[-39.303619,-5.991471],[-39.296894,-5.989912],[-39.294952,-5.992567],[-39.295089,-5.99844],[-39.289504,-5.998811],[-39.280838,-6.005182],[-39.277534,-6.004972],[-39.272286,-5.999607],[-39.265829,-5.997174],[-39.256176,-5.99847],[-39.240207,-5.995337],[-39.238606,-5.995798],[-39.239143,-6.000578],[-39.235861,-6.001559],[-39.231911,-5.989982],[-39.22937,-5.987859],[-39.225546,-5.988579],[-39.22017,-5.992345],[-39.212418,-5.991652],[-39.204329,-5.988088],[-39.201643,-5.972459],[-39.197473,-5.964672],[-39.197666,-5.956937],[-39.18697,-5.960555],[-39.181114,-5.964229],[-39.176559,-5.963953],[-39.169874,-5.960233],[-39.168021,-5.962821],[-39.166175,-5.962735],[-39.161029,-5.955469],[-39.156307,-5.957305]]]]}",Acopiara,2300309,230030
"{""type"":""MultiPolygon"",""coordinates"":[[[[-40.118007,-6.348454],[-40.112984,-6.348837],[-40.106355,-6.351661],[-40.098359,-6.358682],[-40.084799,-6.366534],[-40.082638,-6.371949],[-40.084853,-6.378789],[-40.07785,-6.392875],[-40.076191,-6.399977],[-40.071676,-6.404293],[-40.066835,-6.404971],[-40.061459,-6.417521],[-40.04237,-6.425709],[-40.037965,-6.430109],[-40.033458,-6.43159],[-40.028077,-6.438388],[-40.028684,-6.442898],[-40.033126,-6.440351],[-40.03167,-6.441958],[-40.032977,-6.443762],[-40.035005,-6.440778],[-40.038042,-6.440377],[-40.044712,-6.444852],[-40.043533,-6.447224],[-40.047175,-6.449908],[-40.047084,-6.452337],[-40.04881,-6.453842],[-40.046861,-6.454073],[-40.049845,-6.456747],[-40.047823,-6.460444],[-40.051122,-6.461937],[-40.049379,-6.463106],[-40.051201,-6.467334],[-40.047675,-6.468121],[-40.04687,-6.472124],[-40.051994,-6.47419],[-40.051289,-6.475628],[-40.055342,-6.478118],[-40.055352,-6.482808],[-40.053106,-6.486661],[-40.058841,-6.489786],[-40.057583,-6.492589],[-40.053826,-6.494917],[-40.055369,-6.497954],[-40.059021,-6.500311],[-40.056969,-6.503254],[-40.058498,-6.506581],[-40.055916,-6.50764],[-40.055446,-6.511104],[-40.052898,-6.510642],[-40.049588,-6.514693],[-40.052469,-6.519366],[-40.052251,-6.521226],[-40.04075,-6.532196],[-40.040957,-6.538825],[-40.032685,-6.54033],[-40.031109,-6.541855],[-40.031253,-6.547516],[-40.033668,-6.551096],[-40.03485,-6.558442],[-40.030136,-6.56292],[-40.030272,-6.569385],[-40.02608,-6.581716],[-40.040415,-6.590011],[-40.039671,-6.592942],[-40.031465,-6.594203],[-40.030344,-6.595833],[-40.054807,-6.611338],[-40.05711,-6.623898],[-40.054457,-6.626261],[-40.046296,-6.625727],[-40.040034,-6.627323],[-40.036602,-6.637312],[-40.037908,-6.642035],[-40.044031,-6.650154],[-40.047272,-6.658066],[-40.05071,-6.661103],[-40.055666,-6.673815],[-40.053689,-6.675735],[-40.048522,-6.674202],[-40.051686,-6.679678],[-40.046597,-6.68241],[-40.039029,-6.672523],[-40.033297,-6.673161],[-40.029648,-6.671697],[-40.029505,-6.675601],[-40.027797,-6.676526],[-40.016592,-6.672217],[-40.004705,-6.687295],[-40.001047,-6.697378],[-39.997858,-6.697111],[-39.99494,-6.701085],[-39.995888,-6.703203],[-39.999407,-6.703124],[-40.004865,-6.710307],[-40.009848,-6.710009],[-40.011157,-6.711127],[-40.014038,-6.715471],[-40.013312,-6.718617],[-40.01915,-6.721922],[-40.025607,-6.732333],[-40.032791,-6.733854],[-40.03319,-6.73954],[-40.043143,-6.746454],[-40.042402,-6.749198],[-40.04486,-6.753106],[-40.051411,-6.757334],[-40.059195,-6.765868],[-40.069347,-6.771144],[-40.069131,-6.777677],[-40.071579,-6.777924],[-40.071989,-6.779866],[-40.066472,-6.786354],[-40.067131,-6.790274],[-40.069415,-6.79225],[-40.073588,-6.792629],[-40.078078,-6.796237],[-40.08043,-6.794437],[-40.080826,-6.791651],[-40.082449,-6.791767],[-40.090136,-6.797257],[-40.095892,-6.803505],[-40.100862,-6.803544],[-40.10416,-6.80727],[-40.107931,-6.804332],[-40.109637,-6.808995],[-40.112393,-6.811365],[-40.114002,-6.817535],[-40.11831,-6.82008],[-40.126356,-6.817359],[-40.135302,-6.819133],[-40.139782,-6.822229],[-40.141037,-6.820983],[-40.140197,-6.817822],[-40.145299,-6.818743],[-40.1422,-6.814551],[-40.133036,-6.810602],[-40.135238,-6.807521],[-40.130654,-6.805271],[-40.130609,-6.80352],[-40.134299,-6.801018],[-40.138997,-6.801983],[-40.141502,-6.79158],[-40.146786,-6.785569],[-40.149915,-6.784471],[-40.168392,-6.791817],[-40.169367,-6.777379],[-40.17812,-6.761236],[-40.182331,-6.75924],[-40.203127,-6.774282],[-40.212094,-6.776048],[-40.242085,-6.776785],[-40.251749,-6.78663],[-40.258447,-6.786208],[-40.264955,-6.796655],[-40.278291,-6.794496],[-40.283397,-6.795127],[-40.291616,-6.808089],[-40.29796,-6.808132],[-40.30062,-6.806809],[-40.300943,-6.799574],[-40.304054,-6.795316],[-40.305835,-6.788041],[-40.307759,-6.786168],[-40.310368,-6.786173],[-40.315757,-6.791579],[-40.31842,-6.800632],[-40.329279,-6.804219],[-40.342969,-6.802433],[-40.348506,-6.796771],[-40.350858,-6.798797],[-40.351259,-6.807691],[-40.354528,-6.808819],[-40.356494,-6.80704],[-40.363994,-6.80683],[-40.374104,-6.800606],[-40.38879,-6.796999],[-40.395002,-6.798088],[-40.404137,-6.802488],[-40.416836,-6.812533],[-40.421019,-6.813626],[-40.432167,-6.812978],[-40.43899,-6.806689],[-40.44293,-6.789874],[-40.45203,-6.783775],[-40.459727,-6.754238],[-40.468694,-6.748589],[-40.471937,-6.744934],[-40.473887,-6.734877],[-40.476926,-6.732832],[-40.517388,-6.730495],[-40.55897,-6.720807],[-40.602207,-6.716012],[-40.616421,-6.710402],[-40.632419,-6.698904],[-40.64914,-6.678829],[-40.710183,-6.67613],[-40.717808,-6.671414],[-40.731466,-6.656968],[-40.73224,-6.653585],[-40.721895,-6.618556],[-40.731966,-6.608654],[-40.736228,-6.599934],[-40.676303,-6.600524],[-40.674311,-6.601521],[-40.672216,-6.611887],[-40.669996,-6.614045],[-40.661433,-6.611266],[-40.654384,-6.613475],[-40.650498,-6.612883],[-40.646722,-6.606857],[-40.644176,-6.605848],[-40.623708,-6.604296],[-40.615737,-6.605403],[-40.610511,-6.608487],[-40.610035,-6.603147],[-40.605532,-6.598398],[-40.598229,-6.594522],[-40.596141,-6.584649],[-40.58831,-6.57398],[-40.589262,-6.560515],[-40.587134,-6.557651],[-40.581416,-6.555293],[-40.578407,-6.548822],[-40.563681,-6.546615],[-40.552825,-6.55],[-40.547979,-6.548709],[-40.544284,-6.549319],[-40.538867,-6.546821],[-40.527542,-6.537987],[-40.515338,-6.537054],[-40.499785,-6.533027],[-40.496386,-6.530725],[-40.491804,-6.531124],[-40.483236,-6.52823],[-40.468581,-6.529862],[-40.456635,-6.52707],[-40.453132,-6.524044],[-40.453919,-6.519548],[-40.447653,-6.507216],[-40.448509,-6.50165],[-40.447537,-6.495078],[-40.442403,-6.489857],[-40.423974,-6.485474],[-40.390947,-6.474451],[-40.390267,-6.468405],[-40.387356,-6.464451],[-40.38365,-6.463811],[-40.369024,-6.451087],[-40.368017,-6.443143],[-40.370053,-6.438577],[-40.368935,-6.435835],[-40.366455,-6.434454],[-40.365964,-6.429597],[-40.359178,-6.424439],[-40.352241,-6.415825],[-40.348143,-6.414228],[-40.347221,-6.40993],[-40.344637,-6.409649],[-40.33944,-6.41444],[-40.334969,-6.406343],[-40.327407,-6.401871],[-40.32363,-6.402825],[-40.317729,-6.399186],[-40.312934,-6.398251],[-40.312227,-6.402452],[-40.30793,-6.403044],[-40.307163,-6.399154],[-40.308282,-6.397197],[-40.307173,-6.395922],[-40.295701,-6.391931],[-40.289492,-6.387105],[-40.28525,-6.380803],[-40.282759,-6.38128],[-40.281236,-6.383901],[-40.27575,-6.38731],[-40.27178,-6.388051],[-40.268533,-6.38563],[-40.261,-6.386235],[-40.257969,-6.384233],[-40.257235,-6.382344],[-40.260927,-6.37883],[-40.259949,-6.377085],[-40.256111,-6.376154],[-40.250269,-6.380255],[-40.249635,-6.385007],[-40.250706,-6.387828],[-40.24481,-6.387651],[-40.243038,-6.391938],[-40.239321,-6.393096],[-40.235843,-6.388917],[-40.231258,-6.387013],[-40.225869,-6.387421],[-40.218111,-6.376413],[-40.214643,-6.376661],[-40.212641,-6.380289],[-40.205815,-6.380869],[-40.198337,-6.374486],[-40.197087,-6.371701],[-40.191952,-6.370014],[-40.18657,-6.36475],[-40.180256,-6.364776],[-40.172424,-6.360609],[-40.167353,-6.360404],[-40.161978,-6.362147],[-40.159171,-6.353816],[-40.153895,-6.354541],[-40.154121,-6.358029],[-40.151438,-6.360514],[-40.145984,-6.360584],[-40.144546,-6.359247],[-40.145208,-6.355723],[-40.141623,-6.351071],[-40.139008,-6.352741],[-40.134319,-6.350288],[-40.126834,-6.351753],[-40.123193,-6.349253],[-40.118007,-6.348454]]]]}",Aiuaba,2300408,230040
"{""type"":""MultiPolygon"",""coordinates"":[[[[-40.520687,-3.514073],[-40.514946,-3.53222],[-40.521801,-3.545025],[-40.510628,-3.549282],[-40.493288,-3.550911],[-40.490267,-3.553829],[-40.476463,-3.557619],[-40.498524,-3.577577],[-40.496394,-3.58411],[-40.487247,-3.585426],[-40.478909,-3.591679],[-40.481322,-3.595768],[-40.497941,-3.604674],[-40.498866,-3.610158],[-40.4978,-3.612874],[-40.499245,-3.617911],[-40.502753,-3.623761],[-40.504543,-3.624095],[-40.50028,-3.627115],[-40.494231,-3.634701],[-40.491732,-3.635477],[-40.504966,-3.643557],[-40.512525,-3.643128],[-40.519872,-3.637519],[-40.514634,-3.648908],[-40.528151,-3.651994],[-40.534409,-3.651552],[-40.535651,-3.653187],[-40.543242,-3.655346],[-40.573456,-3.644954],[-40.577917,-3.644888],[-40.578347,-3.643571],[-40.575262,-3.640555],[-40.580321,-3.636962],[-40.588988,-3.63949],[-40.588049,-3.637656],[-40.590893,-3.634557],[-40.589519,-3.631032],[-40.592771,-3.630925],[-40.594412,-3.628993],[-40.591985,-3.625419],[-40.592196,-3.622513],[-40.588781,-3.619988],[-40.596171,-3.616665],[-40.603615,-3.620063],[-40.60818,-3.613752],[-40.614259,-3.609405],[-40.614887,-3.606628],[-40.603821,-3.60578],[-40.607867,-3.5911],[-40.606812,-3.588658],[-40.603518,-3.589098],[-40.602936,-3.585412],[-40.605349,-3.582343],[-40.594222,-3.579978],[-40.589207,-3.574884],[-40.599447,-3.572712],[-40.599342,-3.570384],[-40.596891,-3.567613],[-40.586984,-3.562686],[-40.580367,-3.563811],[-40.577681,-3.566576],[-40.570051,-3.563814],[-40.571925,-3.557565],[-40.566976,-3.548784],[-40.556168,-3.539073],[-40.548986,-3.537075],[-40.547489,-3.528549],[-40.544176,-3.526154],[-40.540507,-3.526117],[-40.540786,-3.52232],[-40.530109,-3.513868],[-40.521742,-3.512446],[-40.520687,-3.514073]]]]}",Alcântaras,2300507,230050
